tid,pl_orbper,pl_rade,st_teff,tfopwg_disp,is_exoplanet
141663460,1.76442,23.0,9277.7,FP,no
147951030,8.8128067,2.33219,5491.0,PC,yes
417931300,7.7690887,2.3663308,3700.0,CP,yes
198187049,5.9214229,1.0470381,5268.0,PC,yes
260271203,5.6492853,26.5608527,5963.0,FP,no
233182695,6.3839247,2.2843976,5849.0,PC,yes
198360694,5.6739336,2.587582,5873.3,PC,yes
900715901,3.167981,,3546.0,PC,yes
441642457,53.1991439,2.8396233,5729.0,PC,yes
158075010,177.5830512,3.5953731,6594.0,PC,no
23814735,4.7981694,2.3133532,4065.0,PC,yes
27491137,10.3563596,2.4103206,5149.6,CP,yes
27491137,35.1257472,3.17021,5149.6,CP,yes
27491137,21.0153047,3.78219,5149.6,CP,yes
230075227,6.1155829,1.56167,5284.0,PC,yes
159244568,6.2772478,2.5385441,5244.0,FA,yes
224298134,1.4923179,1.2607994,3577.0,PC,yes
224298134,9.3174113,2.0623382,3577.0,PC,yes
314865962,22.4586196,2.1229458,5493.0,PC,yes
367739494,63.5809449,3.0597346,4868.0,PC,yes
321669174,10.5054362,1.947929,3742.0,CP,yes
321669174,5.1097197,1.3996848,3742.0,PC,yes
160039081,30.2004765,2.6056,6004.0,PC,yes
233633993,17.969639,3.0570342,4410.0,PC,yes
441738827,6.0784031,2.07448,3630.0,CP,yes
441738827,8.1490285,2.5781465,3630.0,FP,yes
103633672,,3.4610442,5134.0,PC,yes
230387153,41.7540004,2.75297,5337.0,PC,yes
230387153,20.261655,2.4206095,5337.0,PC,yes
219462190,,2.2664482,5647.0,PC,yes
441765914,124.72987,3.5130935,4902.0,CP,yes
341815197,49.9950015,2.65286,5274.27,PC,yes
52204645,4.3794298,2.3149088,4892.0,APC,yes
233721037,230.92212,3.6785805,6395.0,PC,yes
219778329,177.2188871,2.0323111,5809.0,PC,yes
393965778,4.3032642,2.66568,5468.73,PC,yes
402898317,53.8108713,2.2249096,4455.0,PC,yes
356016119,18.7931749,1.7151271,3457.0,PC,yes
235678745,17.664866,1.2984859,3746.0,CP,yes
235678745,28.1722501,1.4475246,3746.0,CP,yes
142748283,3.1190716,1.6229796,3285.0,CP,yes
142748283,6.3878202,2.041471,3285.0,CP,yes
279982557,1.7890217,1.6741803,5264.0,FP,yes
356700488,,2.4661884,7788.0,PC,no
230386397,19.5078657,3.92839,4316.0,FP,yes
141608198,9.0105414,2.1513682,3275.0,PC,yes
219436394,23.6573994,3.0681221,5535.0,PC,yes
165527918,9.0753271,2.5831328,5619.0,PC,yes
289590465,6.7060238,2.12647,5292.0,PC,yes
289590465,,3.219425,5292.0,PC,yes
160491359,2.6620728,1.2172175,4884.0,PC,yes
160491359,20.2926468,1.7004976,4884.0,PC,yes
367630162,3.2723118,1.46772,4907.0,PC,yes
367630162,5.904369,1.35959,4907.0,PC,yes
367630162,15.1808746,1.86864,4907.0,PC,yes
367630162,1.9803146,1.16969,4907.0,PC,yes
367630162,9.56111,1.6790876,4907.0,PC,yes
156199502,15.9152686,2.2277479,4718.0,PC,yes
393911494,0.6332593,5.3027904,5590.0,FP,no
446549906,2.45457,14.183,5565.0,CP,yes
347538174,6.8019625,29.3148832,6300.0,APC,no
392476080,0.67249,15.7288,6647.0,CP,no
300293197,6.5638575,7.6270781,5873.97,APC,no
394029948,32.76639,3.20531,6073.0,FA,yes
356235833,1.2680452,2.24707,5477.0,FP,yes
427320001,14.0120582,4.4835127,7184.0,PC,yes
427320001,155.8237,5.5521957,7184.0,PC,no
1400212743,5.24612,5.61881,5286.9,FP,no
9828416,6.2099619,14.369,6382.0,PC,no
54464870,3.6944323,3.05838,8153.0,FP,no
422838133,5.3089937,3.29803,6927.0,FP,no
279212407,28.6620782,12.4971,6280.0,FP,yes
17416749,2.34483,4.2647,6398.0,FP,no
236387002,7.2008611,12.0629,3606.0,CP,yes
206609630,0.3352715,4.4688,3332.0,APC,no
389900760,5.7998189,2.6346124,3179.0,CP,no
88996391,2.3195654,12.4030722,4325.66,APC,no
311408969,3.5852284,14.5431829,5852.0,KP,yes
105840719,10.3088514,4.0217464,5432.0,PC,yes
159742538,3.5539283,21.2028076,6184.0,KP,no
116242971,5.0316347,15.3999,6350.0,KP,no
116264089,1.306188,16.758883,5489.0,KP,no
21744120,5.5080682,10.7299795,4790.0,KP,yes
21832928,16.3413889,2.629079,5991.11,CP,yes
101721385,4.627664,14.3694,6727.6,KP,no
234345288,23.5199045,2.30502,4566.4,PC,yes
234345288,7.7565534,1.1359985,4566.4,PC,yes
320798691,5.0052605,13.6314528,6115.0,KP,yes
27848472,1.8468345,16.4012,6352.0,KP,no
358516596,3.2440454,21.0498466,5703.0,KP,no
39200363,3.8266587,2.4536347,4175.0,PC,yes
75878355,9.2292078,3.21883,4406.0,CP,yes
75878355,95.8531625,5.95763,4406.0,CP,yes
76419763,2.7884723,13.9432645,5833.0,KP,yes
336128819,7.8519082,2.1705803,3384.0,CP,yes
23059280,14.1502269,18.6317683,4882.0,APC,no
336267424,1.4821845,27.5079498,6835.31,FP,no
308172249,1.4013784,13.9977478,4984.0,KP,yes
167415965,18.5537012,1.57606,5346.2,PC,yes
167415965,9.695961,0.808552,5346.2,PC,yes
399860444,2.4706114,13.7703405,5854.0,KP,yes
287256467,18.2616878,2.85973,5674.0,CP,yes
44313455,9.3004351,1.5550304,3472.0,PC,yes
103195323,5.5899401,12.1202,7437.0,PC,no
428988981,37.3415931,2.1417,5452.0,PC,yes
88992642,10.2611329,12.2521,6202.0,CP,yes
158916431,5.8924856,17.4655,7272.0,FP,no
341630071,26.2049782,10.15497,6115.0,PC,no
233569098,23.48522,14.0152,5930.0,FP,yes
1716467085,0.5842495,5.50799,6020.0,PC,no
231912935,26.2851404,3.082863,5821.0,PC,yes
230267547,2.2263798,6.51393,6446.3,FP,no
23389848,15.64643,16.1126,5660.0,FP,no
395393265,3.3772835,15.3058361,6688.0,CP,no
406855039,2.7180835,4.2423946,5668.0,FP,no
428787891,3.8240826,16.0547024,6243.0,CP,no
461591646,3.7246883,10.8811,6144.0,CP,yes
258402425,0.67554,15.6973,4872.0,FP,no
298495970,8.4249043,15.0361,5756.0,FP,no
342642208,8.6007557,10.7988,5389.0,CP,yes
270515566,10.0509704,13.5943,5844.0,APC,yes
55652896,34.5059318,10.4625162,5025.77,CP,yes
55652896,17.3890454,6.4840125,5025.77,CP,yes
284477310,2.2390502,2.73215,6021.0,PC,no
366563452,1.5873866,1.09083,5028.0,FP,yes
284564230,12.9773004,7.75284,6610.0,FP,no
43429656,5.2132496,3.72907,6318.0,PC,no
49967354,1.09333,12.2642,5274.0,FP,no
73560357,0.9499997,14.0337,7421.0,APC,no
233680651,5.1354577,3.3405,6515.0,PC,no
160162987,23.0531698,9.12613,5752.0,FP,yes
364075352,37.83633,13.5094,6641.0,FP,no
8516795,8.2148505,10.4375,6183.0,PC,yes
260043723,3.1385875,4.70639,6278.0,FP,yes
154741689,9.2786686,2.23168,6018.0,PC,yes
75656058,1.78166,13.9111,6528.0,FA,no
76197937,1.78252,18.6528,5085.0,FA,no
293567206,0.6856225,3.35129,5829.0,FP,no
159815224,2.9601848,4.21067,6069.0,PC,no
405717754,4.4379727,20.3565337,5967.0,KP,no
123495874,7.8914271,12.9299942,5883.0,KP,yes
123233041,3.5224751,15.9014832,6179.0,KP,yes
164892194,3.024111,12.0899079,6041.0,KP,yes
237913194,15.1689723,11.7952966,5713.0,CP,yes
32090583,0.4384814,0.6505972,3146.0,PC,no
32090583,8.3522143,1.8017268,3146.0,PC,yes
298663873,260.1740061,11.3192423,5739.0,CP,yes
233068569,8.379057,4.97002,5574.0,PC,yes
268823307,3.5484481,15.2165016,6295.0,KP,yes
1715469662,6.5011256,,5485.0,PC,yes
176956893,6.9067868,13.4176028,5731.8,CP,yes
355096431,7.2147718,10.1239555,5440.3,PC,yes
238171173,4.476922,14.3955457,5772.2,PC,yes
270472265,2.7492277,12.683,5344.0,PC,yes
260797169,3.735051,14.2690959,5829.0,PC,yes
270342589,4.4343277,11.8751226,4979.4,PC,yes
260609205,4.4617755,31.9660922,6354.0,FP,no
389421473,5.3160704,19.5006469,5477.0,PC,no
262471759,4.0115394,15.3487909,5741.0,PC,no
277890574,6.2643442,11.6261491,5262.0,PC,no
401604346,2.1223673,12.9814367,6079.0,CP,no
271478281,15.3419095,1.7005,4669.0,CP,yes
24695044,4.164514,8.9598265,5101.7,PC,yes
372172128,1.1953968,3.5030245,5728.0,CP,no
389352124,4.954648,13.0889,6562.0,KP,yes
100566492,4.9549631,18.4504689,6282.4,KP,no
369455629,3.3771114,8.6110106,5614.86,KP,yes
150098860,10.6953083,2.84818,5272.71,CP,yes
142105158,2.9360281,7.18912,4983.6,PC,no
219306934,1.3477642,6.61528,6252.0,PC,no
358107516,11.9124942,11.3754057,5064.0,CP,yes
355600246,3.05631,20.0727443,6344.0,APC,no
467971286,2.2250514,10.0926189,5103.0,KP,no
260298958,0.8891483,14.8249782,3653.0,FP,no
381856447,1.7690121,10.5045599,4683.0,KP,yes
90850770,8.000489,10.9709265,6146.0,CP,yes
38680052,0.6743453,12.4716613,3228.0,PC,no
271806353,3.4391152,13.6350253,4955.0,PC,yes
316937670,0.62425,1.671618,3765.0,FP,yes
317089588,12.7846809,11.7994875,5077.7,PC,yes
212253390,3.0911721,1.666703,5253.0,CP,yes
280803917,5.1293855,8.9112749,5116.3,PC,no
406318573,5.179282,9.3730831,5784.0,PC,no
272236017,2.4156482,,5727.0,PC,yes
425561347,5.7772122,2.8693434,4882.7,CP,yes
39018923,5.6807412,6.2844217,6295.0,PC,yes
234330672,3.8300359,11.7278481,5916.0,PC,yes
348995212,0.3456911,10.1929,6282.0,APC,no
278138619,10.1688722,12.8424534,5161.7,PC,yes
144440290,,8.85869,5709.0,FP,yes
150437346,1.3926549,13.3635819,5615.0,PC,yes
441420236,8.4536777,4.0269258,3588.0,CP,yes
306510653,2.2456869,17.5083,6381.0,PC,yes
273695332,6.9309657,13.513657,5847.0,PC,yes
388198242,0.5055105,4.9709812,4996.3,PC,no
271891552,3.5775562,,5823.3,PC,yes
403135192,0.9017685,4.77441,5828.0,PC,no
405425498,4.2217717,2.81922,5763.48,APC,yes
405425498,11.5472009,3.1457403,5763.48,APC,yes
61733521,3.36296,2.69668,5420.0,FP,yes
143410850,4.98668,5.51463,6046.0,PC,yes
326453034,14.445918,3.290507,5063.0,FA,yes
129432342,1.79217,21.4342,4884.0,FP,no
100504381,5.46278,19.5752,,FA,no
439444938,11.45959,,,PC,yes
421455387,2.50876,11.5931606,5226.0,APC,yes
271491157,2.91615,13.4791,6103.0,APC,yes
267093376,17.14012,8.14257,6378.0,APC,no
394722182,3.5315897,14.2116,6209.0,CP,yes
389238529,0.49642,5.57222,7000.0,FP,no
231077395,3.3904897,2.40673,6113.8,PC,yes
388130235,92.1950921,18.9408,5030.6,FP,no
70797900,705.5844658,17.179547,3689.0,APC,no
98494121,3.06555,5.41363,5285.0,FP,no
96973930,3.3243,21.7252,4779.7,PC,no
92562123,6.53144,6.77621,6037.2,PC,yes
1990842033,5.41418,,6664.0,APC,no
1989628303,5.46377,12.894,5286.9,PC,no
278415929,3.7981107,4.13478,5042.0,PC,yes
349786918,2.9663437,2.02837,5807.0,FP,no
376168473,5.41402,15.9563,6394.3,FA,no
179580045,62.1624516,10.3408,7546.0,PC,yes
152714791,1.27349,13.6856,4982.0,FP,yes
47525799,,5.5237367,4658.0,PC,yes
264303333,0.8153098,1.19041,5729.0,FP,no
229715760,11.5743561,18.1309835,5776.0,PC,no
233066156,12.379649,8.6993926,6582.0,PC,no
367855829,85.4244796,4.4208054,5697.0,FA,yes
233688779,26.4579842,2.90965,5706.0,PC,yes
265146266,11.9526103,11.4014,6049.0,PC,yes
262880065,13.9631929,2.3118575,5270.9,PC,yes
198485881,35.1896444,2.2253696,3446.0,CP,yes
219821826,9.6799809,14.6081,5980.0,FP,yes
219501568,16.5899263,5.4428798,6690.0,PC,no
47484268,,4.214299,3396.0,FP,yes
232568235,0.3524597,1.76224,5432.0,CP,yes
229787062,1.9011452,5.7647423,5392.0,PC,yes
165530380,1.4937444,1.62102,6328.0,PC,no
159400561,,1.6330887,5599.0,PC,yes
235943205,121.3342908,4.1767182,6140.0,PC,yes
310231275,0.8294084,2.4799192,5951.67,PC,no
8348911,2.326343,1.9763187,3244.0,CP,yes
459837008,3.4950422,1.2734423,3022.0,CP,no
459837008,2.0344366,0.901106,3022.0,PC,yes
459837008,2.2891027,0.9131404,3022.0,CP,yes
20203297,7.1566025,3.1263063,5910.35,PC,yes
441798995,1.4206036,1.1974247,3872.0,FA,yes
441798995,2.8411415,1.42162,3872.0,PC,yes
441798995,10.4029111,1.8465904,3872.0,PC,yes
2760710,,2.432614,2808.0,FA,yes
198178505,,2.7599934,6380.43,PC,yes
258389327,26.5456672,29.1697,6180.0,APC,no
265460043,32.8236817,5.1519952,6258.0,APC,yes
142117976,46.5710978,2.1305645,6495.0,PC,yes
289164482,2.6796164,1.8334769,3943.0,CP,yes
289164482,1.1188024,1.44009,3943.0,PC,yes
272679240,20.1546939,2.3244125,4863.0,PC,yes
198456933,76.8663962,1.9249103,5482.02,PC,yes
288516853,,3.3789105,6358.0,PC,yes
243313296,1.4663344,1.87124,3412.0,PC,yes
115623434,3.1434463,2.34132,4962.0,PC,yes
77044471,2.6865041,13.7470239,5738.0,KP,yes
115583726,18.6016754,9.1300283,6175.0,PC,yes
264171144,210.668358,2.8961818,6683.0,PC,no
237211410,12.5520766,2.8228669,7020.0,PC,yes
198211976,0.4018586,0.5525072,3621.0,FA,no
115446313,4.9707023,2.38733,6109.0,FP,yes
329148988,27.2672016,1.5781136,3546.0,CP,yes
237201858,179.4031712,3.7472354,6863.0,PC,no
160077104,11.8120707,1.7481305,6037.0,PC,yes
462615350,8.9172211,2.7931797,4066.0,PC,yes
82452140,63.39545,3.3507179,5717.0,PC,yes
120610833,3.1260778,10.9257115,5100.0,KP,yes
321688498,0.3862197,1.1988782,3863.0,PC,yes
236934937,9.405877,1.977596,3869.0,PC,yes
236934268,7.0767314,2.4422,5781.0,PC,yes
71347873,6.0683318,2.1199939,3668.0,PC,yes
284361752,340.3877311,3.6888424,6424.0,PC,no
48018596,60.06632,7.64759,5660.0,PC,yes
165554103,139.2632286,1.8388146,5373.01,PC,yes
233500935,22.048775,1.9509885,4836.0,PC,yes
229608594,,2.8951165,4239.0,PC,yes
362220495,165.0031583,4.5170453,5780.0,FA,yes
160074939,13.340145,3.929267,6467.0,FA,yes
280031353,4.8566656,3.2987328,5607.0,PC,yes
280031353,15.4432661,5.7063938,5607.0,PC,yes
280031353,,7.6712645,5607.0,PC,yes
283829553,6.0541622,4.01623,6187.0,PC,yes
144000801,1.3103832,9.8603222,5228.0,APC,yes
197959526,0.7196291,12.2917419,6454.0,FP,no
70420766,9.4070515,3.9938238,6223.0,PC,yes
232079930,0.918902,15.2109193,5382.0,APC,no
147284470,2.9905745,13.2344892,5535.6,PC,yes
270219048,2.6820061,14.1985341,5465.0,PC,yes
234489976,3.86866,13.9784675,6373.5,PC,yes
328012209,20.2656358,4.03042,6276.1,PC,yes
204376737,3.3610013,12.7400071,5375.0,KP,yes
38467100,2.9432073,13.6531,5266.7,PC,yes
25139786,1.5933772,9.012542,5289.4,APC,no
147425389,3.1856867,,5590.5,PC,yes
325468685,1.8905304,,5816.0,PC,no
355446093,15.937546,11.9220549,6093.1,PC,no
302333151,1.440707,9.984491,5941.2,APC,no
61980227,3.0958985,19.2443952,6764.0,FP,no
274599700,,11.625865,5635.75,FP,yes
88840705,,6.5071192,4968.0,APC,yes
349488688,,4.1844083,6329.0,CP,yes
349488688,11.6207544,3.207554,6329.0,KP,yes
402026209,1.3382314,14.8542602,5436.0,KP,no
207501148,,18.0,5879.0,FP,no
138126035,716.3497402,2.90826,5645.84,PC,no
300812741,20.2254946,1.9090249,4465.0,CP,yes
300812741,11.3071786,1.02968,4465.0,CP,yes
293527670,0.98656,3.78687,5522.0,FP,no
69819610,1.0361758,2.62395,6413.0,PC,no
152800085,4.26991,8.95578,6580.0,APC,no
175456679,58.9970907,,,PC,yes
177308364,82.7899763,3.1369358,6115.0,PC,yes
394287035,17.1019622,10.1067,5302.3,CP,no
238920875,6.5346715,10.7773,5424.0,PC,yes
415969908,11.6700285,2.0205499,3644.0,PC,yes
415969908,7.2011383,1.7056002,3644.0,PC,yes
180991313,2.2088214,11.6656,5960.4,KP,no
168751223,4.7150942,7.48939,3798.0,PC,yes
286000547,7.4972297,11.9137,5596.2,PC,yes
358579111,14.2197641,8.78678,6115.0,PC,no
200743403,7.9980831,10.9403,5556.0,PC,yes
160003961,1.4492052,6.15666,6004.9,APC,no
88902249,7.7119842,10.7188,6458.0,CP,yes
230001847,2.994263,11.5655979,4784.0,CP,yes
24358417,22.6539607,12.2765,5523.0,CP,yes
279514271,9.7728388,12.0232332,5636.8,PC,yes
12423815,2.8392793,10.4761821,3642.0,PC,yes
29959761,1.6471574,6.06894,5027.0,FP,no
100267480,0.87741,8.59148,3495.0,FP,no
100589632,3.9471567,3.86968,4794.0,FP,yes
166834768,3.2553185,6.72917,5927.0,PC,no
311179742,8.3129806,10.7065,5929.0,PC,no
91555165,1.0526157,1.4203085,4621.0,PC,no
91555165,42.1289893,2.3404732,4621.0,PC,yes
317483660,3.3311975,14.877,6605.0,PC,no
301343785,1.1736318,8.1147,6033.7,APC,no
317019074,1.2043785,4.985,6595.0,PC,no
405452527,11.5738497,22.4042,5782.0,APC,no
280095254,10.090259,,5454.42,PC,yes
47601197,8.6251769,7.55444,5484.0,PC,yes
47601197,4.8714085,3.8394,5484.0,PC,no
290036495,5.2524792,20.7884,5728.0,APC,no
32925763,1.6804461,5.37039,5695.0,PC,no
177079323,5.7517969,6.2303216,6510.3,PC,yes
219766989,0.5109902,9.54792,6095.0,FP,no
124515764,1.2709769,4.10761,6296.0,PC,no
30947715,3.66275,3.52758,6150.0,PC,yes
124206468,7.0924883,12.2608,6493.0,PC,yes
124095888,1.1258127,13.1558,6423.0,FP,no
436102447,5.1858,18.5118,6130.0,PC,no
9727392,4.534451,23.183789,6421.5,FP,no
31656385,22.84518,15.1752,5963.1,FP,no
204671232,8.71546,12.1387,5395.0,PC,yes
302924206,6.9444047,13.4708551,6104.5,PC,yes
445456888,5.5436298,13.5659,6510.0,PC,yes
39414571,4.0197555,9.57594,5216.0,CP,yes
344085117,0.659752,4.3019481,5832.0,FP,no
39218269,17.1869882,12.9307,6049.7,APC,no
441159680,5.74984,14.4892,6046.0,PC,yes
401125028,5.1750108,11.4726621,5177.0,CP,no
220068921,3.36376,10.7493,5713.3,PC,yes
305048087,5.4361667,1.7175409,3139.0,CP,yes
347357977,12.6826724,5.24953,5851.0,PC,yes
432132155,4.8984239,12.907,5774.0,PC,yes
189620016,1.1792344,26.9739777,6127.1,FP,no
332558858,13.3368173,11.2448,5517.0,CP,yes
439366538,4.31362,8.01917,4929.5,CP,yes
164150537,6.1600755,17.7265,5669.0,PC,no
326522874,3.1821969,9.3708418,5672.5,PC,yes
146165619,1.6766585,16.6532667,4155.0,APC,no
231063955,3.4972769,11.5840209,4940.0,PC,yes
201177276,5.4693888,11.5779216,3770.0,CP,yes
9006668,1.2730965,1.57925,5024.0,CP,yes
176220787,5.2153618,17.7519701,6067.2,KP,no
39080923,5.0451188,18.0229867,5337.0,PC,no
2760219,4.6612025,12.7709747,5884.5,PC,no
20897611,3.1353607,22.286,5503.0,APC,no
382602147,2.1357026,11.6264152,3678.2,CP,no
231850364,3.1581288,13.5726225,4367.6,PC,yes
32487566,2.7567395,13.8044661,6034.0,KP,yes
237885040,5.6601098,12.3816484,5859.8,APC,yes
382625239,1.3442724,,,PC,no
89544985,2.3372423,10.5103504,5335.0,PC,no
9725627,4.1567834,9.8517709,6362.5,KP,yes
369965258,2.1192866,8.4965052,7022.0,PC,no
299897516,7.8369842,21.4721115,5774.8,PC,no
149349867,5.9123675,3.28952,6187.3,PC,yes
149349867,3.4072141,2.96344,6187.3,PC,yes
149349867,9.1696498,2.4628421,6187.3,PC,no
231071138,18.84184,9.05304,5603.0,PC,yes
144297844,3.4977868,3.47575,5356.0,PC,yes
144124187,7.8686762,11.8276114,6394.0,PC,no
333734769,1.5099302,8.891,5735.0,APC,no
306337838,6.00327,7.59354,5527.0,PC,yes
322807675,19.4061437,8.75357,5099.0,PC,no
219701535,5.4681892,11.2463,6597.0,PC,no
101948569,19.4723016,3.6117414,4333.0,PC,yes
260849386,1.0339,5.37338,6444.0,FP,no
11521555,5.8681984,18.1157,6294.0,PC,no
1525480,5.5094951,8.55825,5519.0,PC,yes
293435336,1.8098811,21.9555549,6278.2,KP,no
142087638,20.362741,4.2523478,6142.0,PC,yes
142087638,74.6068965,9.1295659,6142.0,FP,yes
142087638,74.6065192,9.5163991,6142.0,FP,yes
231297123,1.9792573,4.1930997,4001.0,PC,yes
212957629,3.0766835,2.722618,3163.0,CP,yes
153078576,2.7029187,3.7942392,3596.0,CP,no
67630845,9.4636148,5.45543,4935.0,PC,yes
321068176,12.9696927,6.1709882,5017.0,FA,yes
77031414,1.3866519,12.9811619,6286.0,KP,no
248391319,0.7988525,4.00703,4785.0,APC,no
10837041,0.782765,1.7472713,4099.0,CP,yes
684936227,15.29859,,4131.3,FA,yes
206498307,13.4190392,12.4259675,5184.9,FP,yes
237320326,1.7771109,12.9084635,5627.0,KP,yes
161223358,0.5153654,12.0910878,3558.0,PC,no
237922465,8.2754608,11.5451,5515.2,CP,yes
49617263,4.83266,4.9031,5485.4,FP,yes
65347776,25.86696,7.41184,5095.0,FP,yes
358248442,18.8812961,3.61081,5924.0,PC,yes
120585579,6.340315,20.517917,6083.0,FP,no
268532343,5.84259,11.8252,5707.0,CP,yes
70524163,4.3474,10.753,5618.0,CP,no
29919341,18.23603,10.0179,6159.7,APC,yes
197807043,,14.2836,6057.0,PC,yes
313891529,12.3750537,17.1909846,6173.5,FP,no
248387177,50.6939885,8.48837,5216.0,PC,no
97486178,4.08165,2.38239,5716.0,PC,yes
142937186,1.30613,1.99844,4072.0,CP,yes
274193763,7.57017,,,APC,yes
420051632,7.0846492,2.1949984,5517.8,PC,yes
149010208,3.4373093,25.668105,6046.0,APC,no
23170835,1.10071,4.67495,6409.0,PC,no
258804746,0.224195,5.59553,4079.0,CP,no
347553438,1.82738,8.96794,6130.5,PC,no
405763009,,1.8103101,3323.0,PC,yes
155001079,1.3808138,7.5531443,9431.0,APC,no
298164705,,3.7761104,5650.08,PC,yes
154568734,,2.4101533,6291.0,PC,yes
251094370,5.1660127,4.1062551,5927.0,PC,yes
686072378,1.9426003,,5780.0,FP,no
274194927,14.3614789,5.0510341,5283.0,PC,yes
118327550,7.397216,1.2711131,3342.0,CP,yes
129839175,0.6461571,15.3572514,5256.8,APC,no
219175972,12.8900899,2.9698317,3478.0,PC,yes
219175972,5.5514857,2.0319062,3478.0,PC,yes
168871868,17.1217196,10.2267,5762.0,FP,no
318753380,15.6692322,2.6868893,4214.44,CP,yes
29959760,1.6473887,15.7358835,3556.0,APC,no
439867639,0.3711334,1.4062147,3333.0,CP,yes
142868621,18.685862,4.2075538,5926.0,PC,yes
1167538,,10.2185,5825.0,CP,yes
231721005,9.0182016,3.54998,9671.0,FP,no
231721005,19.7580247,3.80858,9671.0,PC,no
170729775,16.6542431,11.9082,6054.0,CP,no
154618248,8.7709021,12.5053,6208.0,PC,yes
408114363,17.8832414,6.4171164,5426.0,PC,yes
4294779,0.3438892,8.5611179,3199.0,FP,no
219208037,0.9776805,3.3784252,4456.2,FP,no
59128183,4.4414275,3.0014777,3609.0,PC,yes
67782629,8.5063687,2.5051088,4431.2,PC,yes
434260570,4.720489,14.6186346,3553.0,PC,no
311271011,,2.8398685,4968.0,PC,yes
117799904,14.1993538,2.7591068,4045.0,PC,yes
449197831,3.7369689,2.3797323,6092.0,CP,yes
192790476,19.1047019,2.9365337,4195.0,CP,yes
158623531,7.8728937,15.0953,5070.0,KP,no
454224694,0.515461,6.5688522,5994.0,APC,no
411839167,6.1802614,13.7037465,6513.0,KP,yes
248434780,12.8643168,17.4453322,5365.0,PC,no
452375478,10.6079445,11.6613557,6481.0,PC,no
32949762,3.7684981,12.5471,5160.0,KP,yes
146523262,3.759205,3.1563691,6808.4,PC,no
293612446,2.6266983,18.7969,6475.0,KP,yes
71013298,1.7556616,1.7738475,4909.0,PC,yes
31114545,24.4232697,11.2009,6102.0,FP,yes
117843067,2.3767548,23.4044,6931.0,FP,no
160148385,3.4252563,14.3752921,5540.0,KP,no
298981199,7.1853092,2.12356,4562.0,PC,yes
71088556,6.5857043,13.2476,5908.4,PC,yes
248650906,,3.35556,5824.0,PC,yes
399868187,1.2311781,17.567,6589.1,PC,no
449257028,4.278752,5.33342,4971.0,PC,yes
373453507,15.7925628,4.82429,5600.0,FP,yes
43868600,3.8865992,14.0296,4731.6,APC,yes
412054152,34.7769296,12.9584,7505.2,PC,yes
262435954,2.6473916,2.737769,5748.0,PC,yes
167661160,36.8382429,3.7858994,5363.1,PC,yes
201793781,5.9910569,2.3197704,5711.7,PC,yes
1449756,11.3543085,9.40688,6421.0,FP,no
262258341,11.994832,3.11124,5567.0,PC,yes
117938087,14.9315582,1.58293,4779.1,PC,yes
219151731,1.4853364,4.86539,6137.7,FP,no
68035559,8.3272872,5.183,5632.0,PC,yes
328934463,11.2347982,12.196,6016.4,CP,yes
369376388,1.5411764,3.17311,4307.3,PC,no
394346745,3.4024655,15.364,5822.0,PC,no
139251123,10.7668398,10.5027085,5394.0,PC,yes
279327604,1.426951,8.8281188,5421.0,APC,no
179985715,6.6153188,2.2695325,4157.0,PC,yes
77437543,,7.8938765,5459.0,PC,yes
80567842,5.92777,20.4068988,8343.0,APC,no
282498590,10.1004307,17.4827,6519.0,FP,no
123664207,,2.6595119,4242.0,PC,yes
282576340,8.3761316,9.53663,5376.0,PC,yes
282576340,2.4087648,2.23597,5376.0,PC,yes
33091590,7.795385,1.8939264,3356.0,PC,yes
160328683,1.5746828,22.9576146,3273.0,PC,no
97568467,10.655694,11.7630857,6715.0,CP,no
263179590,3.7382381,4.774123,5938.0,CP,no
67196573,2.5574812,17.7879,5844.0,APC,no
184240683,1.6284288,12.9621642,5700.0,KP,no
206785987,2.955314,13.1598,7837.0,PC,no
134471108,5.3262922,2.6350944,4066.0,PC,yes
52689469,3.1413825,13.070864,6534.0,KP,yes
124778445,1.6751568,13.2366563,5457.0,KP,yes
206906112,13.5853506,15.2559264,8389.0,PC,no
443127052,2.8972041,4.096,5879.0,PC,no
393298446,14.9695925,3.04784,6456.0,APC,yes
354519019,17.3051476,2.7663379,5824.0,PC,yes
147430118,1.6951056,3.11352,6796.0,PC,no
143282930,1.5339665,4.28924,6694.0,APC,no
224225541,4.9377227,2.8269897,5862.0,CP,yes
170103435,1.9785151,2.69714,6317.0,FP,no
124702477,0.7951534,9.70612,6811.0,FP,no
124491883,2.3933087,2.03235,6393.0,PC,no
59842822,2.5577037,3.9587,6039.0,PC,no
317134140,6.3951381,2.10043,5563.0,PC,yes
123627908,5.9016526,13.6737,6127.0,PC,yes
295947393,5.4927168,18.5905,9623.0,APC,no
48178229,2.6788253,5.07891,6863.0,FP,no
96925186,6.8979432,2.18563,6016.0,PC,yes
47720259,6.9551801,2.29124,4742.0,PC,yes
237924601,1.0021853,5.0155627,5071.0,APC,no
177414713,2.0944084,1.39836,5298.0,PC,yes
72556406,5.563087,9.04133,5491.4,APC,yes
148883384,2.0988541,1.66554,5531.0,PC,yes
443213925,4.6410823,2.86438,5809.0,PC,yes
169249234,7.1858029,13.1612,5758.3,CP,yes
149601126,23.3418536,9.7267129,4944.0,CP,yes
149601126,49.2445599,10.3670919,4944.0,CP,yes
