pl_orbper,pl_orbsmax,pl_eqt,st_logg,st_mass,pl_insol,pl_rade,st_age,st_rad,st_met,st_teff,ra,dec,disposition,source
5.73649,0.0819,870.5,4.447,0.959,133.2115,4.2,4.765000000000001,0.532,-0.08,5662.0,169.3034598,-1.8778254,CONFIRMED,K2
10.93406,0.0783,511.0,4.447,0.53,133.2115,1.92,4.765000000000001,0.52,-0.51,4102.0,169.3034598,-1.8778254,CONFIRMED,K2
10.93459,0.0819,870.5,4.447,0.959,133.2115,2.02,4.765000000000001,0.532,-0.08,5662.0,169.3034598,-1.8778254,CONFIRMED,K2
10.93241,0.0818,456.0,4.71,0.61,10.2,2.26,4.765000000000001,0.57,-0.33,3930.0,169.3034598,-1.8778254,CONFIRMED,K2
10.9324,0.0775,870.5,4.823,0.52,8.3,1.64,4.765000000000001,0.462,-0.08,4021.0,169.3034598,-1.8778254,CONFIRMED,K2
8.75198,0.0819,870.5,4.447,0.959,133.2115,2.29,4.765000000000001,0.634,-0.08,5662.0,169.483654,5.988289,CONFIRMED,K2
8.7529874,0.0819,870.5,4.447,0.959,133.2115,2.46,4.765000000000001,0.65,-0.08,4252.0,169.483654,5.988289,CONFIRMED,K2
8.7529,0.0705,870.5,4.742,0.611,18.8,1.59,4.765000000000001,0.546,-0.08,4326.0,169.483654,5.988289,CONFIRMED,K2
13.008383,0.0819,870.5,4.29,0.959,133.2115,15.65133315,4.765000000000001,1.420548,0.44,5526.0,246.8110909,-27.9571047,CANDIDATE,K2
13.0106,0.0819,870.5,4.447,0.959,133.2115,12.9,4.765000000000001,0.966,-0.08,5662.0,246.8110909,-27.9571047,CANDIDATE,K2
13.00819,0.0819,870.5,4.447,0.959,133.2115,20.1,4.765000000000001,1.76,-0.08,5662.0,246.8110909,-27.9571047,CANDIDATE,K2
13.008278,0.0819,870.5,4.447,0.959,133.2115,8.68,4.765000000000001,0.71,-0.08,4639.0,246.8110909,-27.9571047,CANDIDATE,K2
3.5353975,0.0819,870.5,4.447,0.959,133.2115,1.98,4.765000000000001,0.23,-0.08,3260.0,246.6114157,-24.9699462,CONFIRMED,K2
3.53482,0.0485,870.5,4.14,1.21,1124.0,11.1,4.765000000000001,1.49,-0.08,6113.0,246.6114157,-24.9699462,CONFIRMED,K2
3.535155,0.0819,870.5,4.447,0.959,133.2115,16.6,4.765000000000001,2.07,-0.08,5662.0,246.6114157,-24.9699462,CONFIRMED,K2
3.535055,0.054,2004.0,3.979,1.691,133.2115,18.0,4.765000000000001,2.192,0.055,7147.0,246.6114157,-24.9699462,CONFIRMED,K2
12.20772,0.098,665.0,4.555,0.851,133.2115,2.6,4.765000000000001,0.807,-0.037,5263.0,244.1419684,-20.4005984,CONFIRMED,K2
12.207632,0.0819,870.5,4.447,0.959,133.2115,2.47,4.765000000000001,0.72,-0.08,4684.0,244.1419684,-20.4005984,CONFIRMED,K2
12.20773,0.0819,870.5,4.447,0.959,133.2115,2.34,4.765000000000001,0.713,-0.08,5662.0,244.1419684,-20.4005984,CONFIRMED,K2
12.2054,0.0975,870.5,4.491,0.83,52.5,2.5,4.765000000000001,0.85,-0.08,5269.0,244.1419684,-20.4005984,CONFIRMED,K2
12.2091165,0.0819,870.5,4.46164,0.718,133.2115,2.47,4.765000000000001,0.824666,-0.08,4555.0,244.1419684,-20.4005984,CONFIRMED,K2
9.7843,0.0671,870.5,4.891,0.421,6.1,1.15,4.765000000000001,0.384,-0.08,3798.0,338.0541631,-17.5440636,CONFIRMED,K2
9.7833,0.0761,560.0,4.61,0.615,133.2115,2.6116925,4.765000000000001,0.643,-0.02,3990.0,338.0541631,-17.5440636,CONFIRMED,K2
2.84947127,0.0819,870.5,4.52788,0.669,133.2115,2.47,4.765000000000001,0.737576,-0.08,4279.0,333.7518786,-17.2508002,CONFIRMED,K2
2.849271,0.0819,900.0,4.566,0.688,141.3,4.43,4.765000000000001,0.715,0.376,4300.0,333.7518786,-17.2508002,CONFIRMED,K2
2.8493,0.0819,870.5,4.52788,0.669,133.2115,2.47,4.765000000000001,0.737576,-0.08,4279.0,333.7518786,-17.2508002,CONFIRMED,K2
2.8492816,0.0819,870.5,4.673,0.696,133.2115,2.47,4.765000000000001,0.63,-0.08,4456.0,333.7518786,-17.2508002,CONFIRMED,K2
2.849274,0.035,870.5,4.447,0.687725,141.3,4.38,4.765000000000001,0.715385,-0.08,4299.98,333.7518786,-17.2508002,CONFIRMED,K2
2.849282,0.0819,912.0,4.53,0.959,115.305,4.75272,4.765000000000001,0.74,-0.08,4279.0,333.7518786,-17.2508002,CONFIRMED,K2
2.849302,0.0819,870.5,4.447,0.959,133.2115,4.07,4.765000000000001,0.662,-0.08,5662.0,333.7518786,-17.2508002,CONFIRMED,K2
2.8492818,0.0819,870.5,4.447,0.959,133.2115,4.43,4.765000000000001,0.65,-0.08,4237.0,333.7518786,-17.2508002,CONFIRMED,K2
2.849258,0.03486,870.5,4.673,0.696,115.0,3.82,4.765000000000001,0.63,-0.08,4456.0,333.7518786,-17.2508002,CONFIRMED,K2
9.0073,0.0752,635.8,4.629,0.699,133.2115,2.30905002,6.8,0.671,0.08,4413.0,342.6918241,-14.0700007,CONFIRMED,K2
9.007156,0.0819,870.5,4.447,0.959,133.2115,2.53,4.765000000000001,0.68,-0.08,4388.0,342.6918241,-14.0700007,CONFIRMED,K2
9.0063,0.0746,870.5,4.68,0.683,24.1,2.1,4.765000000000001,0.621,-0.08,4434.0,342.6918241,-14.0700007,CONFIRMED,K2
9.0074,0.0819,870.5,4.447,0.959,133.2115,2.18,4.765000000000001,0.599,-0.08,5662.0,342.6918241,-14.0700007,CONFIRMED,K2
7.0525273,0.0819,870.5,4.447,0.959,133.2115,2.62,4.765000000000001,0.76,-0.08,4998.0,333.8218395,-14.049857,CONFIRMED,K2
7.05254,0.0692,870.5,4.522,0.89,118.0,2.68,4.765000000000001,0.86,-0.08,5413.0,333.8218395,-14.049857,CONFIRMED,K2
7.05235,0.0819,870.5,4.447,0.959,133.2115,2.72,4.765000000000001,0.837,-0.08,5662.0,333.8218395,-14.049857,CONFIRMED,K2
7.052475,0.0819,870.5,4.54,0.857874,133.2115,2.59425303,4.765000000000001,0.803348,0.11,5134.0,333.8218395,-14.049857,CONFIRMED,K2
7.05240378,0.0819,870.5,4.51438,0.834,133.2115,2.47,4.765000000000001,0.836424,-0.08,5020.0,333.8218395,-14.049857,CONFIRMED,K2
2.53726,0.035,870.5,4.522,0.89,462.0,1.62,4.765000000000001,0.86,-0.08,5413.0,333.8218395,-14.049857,CONFIRMED,K2
2.537071,0.0819,870.5,4.54,0.857874,133.2115,1.62512091,4.765000000000001,0.803348,0.11,5134.0,333.8218395,-14.049857,CONFIRMED,K2
2.5370422,0.0819,870.5,4.447,0.959,133.2115,1.64,4.765000000000001,0.76,-0.08,4998.0,333.8218395,-14.049857,CONFIRMED,K2
2.53712,0.0819,870.5,4.447,0.959,133.2115,1.71,4.765000000000001,0.837,-0.08,5662.0,333.8218395,-14.049857,CONFIRMED,K2
22.881145,0.0819,870.5,4.447,0.959,133.2115,1.78,4.765000000000001,0.76,-0.08,4998.0,333.8218395,-14.049857,CONFIRMED,K2
22.882,0.0819,870.5,4.447,0.959,133.2115,1.84,4.765000000000001,0.837,-0.08,5662.0,333.8218395,-14.049857,CONFIRMED,K2
22.88159,0.0819,870.5,4.54,0.857874,133.2115,1.75221592,4.765000000000001,0.803348,0.11,5134.0,333.8218395,-14.049857,CONFIRMED,K2
22.8827,0.1517,870.5,4.522,0.89,24.6,1.71,4.765000000000001,0.86,-0.08,5413.0,333.8218395,-14.049857,CONFIRMED,K2
20.6921,0.1354,870.5,4.592,0.774,17.1,2.41,4.765000000000001,0.731,-0.08,5055.0,338.94255,-14.027727,CONFIRMED,K2
20.6915,0.0819,870.5,4.447,0.959,133.2115,2.1,4.765000000000001,0.64,-0.08,5662.0,338.94255,-14.027727,CONFIRMED,K2
20.698453,0.0819,870.5,4.447,0.959,133.2115,2.69,4.765000000000001,0.73,-0.08,4775.0,338.94255,-14.027727,CONFIRMED,K2
11.2954,0.0905,870.5,4.592,0.774,38.3,2.3,4.765000000000001,0.731,-0.08,5055.0,338.94255,-14.027727,CONFIRMED,K2
11.29665,0.0819,870.5,4.447,0.959,133.2115,2.08,4.765000000000001,0.64,-0.08,5662.0,338.94255,-14.027727,CONFIRMED,K2
11.295158,0.0819,870.5,4.447,0.959,133.2115,2.47,4.765000000000001,0.73,-0.08,4775.0,338.94255,-14.027727,CONFIRMED,K2
30.9349,0.1882,870.5,4.398,0.93,28.6,2.5,4.765000000000001,1.01,-0.08,5767.0,178.1921152,-1.1984418,CONFIRMED,K2
30.9403,0.0819,870.5,4.447,0.959,133.2115,2.44,4.765000000000001,0.8649,-0.08,5662.0,178.1921152,-1.1984418,CONFIRMED,K2
30.944648,0.0819,870.5,4.447,0.959,133.2115,3.06,4.765000000000001,0.96,-0.08,5710.0,178.1921152,-1.1984418,CONFIRMED,K2
30.944593,0.0819,870.5,4.67,0.93034,133.2115,2.31215242,4.765000000000001,0.86302,-0.12,5617.0,178.1921152,-1.1984418,CONFIRMED,K2
30.94191,0.1898,615.0,4.447,0.97,133.2115,2.5,4.765000000000001,0.96,-0.14,5850.0,178.1921152,-1.1984418,CONFIRMED,K2
3.0026,0.0819,870.5,4.11247,1.0,133.2115,2.47,4.765000000000001,1.45479,0.18,5630.0,338.6062312,-13.7318044,CONFIRMED,K2
3.0026215,0.0819,2254.0,4.11,0.959,4289.27,14.0672,4.765000000000001,1.45,-0.08,5630.0,338.6062312,-13.7318044,CONFIRMED,K2
3.00234671,0.0819,870.5,4.11247,1.0,133.2115,2.47,4.765000000000001,1.45479,0.18,5630.0,338.6062312,-13.7318044,CONFIRMED,K2
3.0026376,0.0819,870.5,4.447,0.959,133.2115,6.45,4.765000000000001,0.86,-0.08,5425.0,338.6062312,-13.7318044,CONFIRMED,K2
3.002627,0.04179,870.5,4.139,1.08,1212.0,9.9,4.765000000000001,1.47,-0.08,5749.0,338.6062312,-13.7318044,CONFIRMED,K2
3.002654,0.0819,870.5,4.447,0.959,133.2115,10.45,4.765000000000001,1.525,-0.08,5662.0,338.6062312,-13.7318044,CONFIRMED,K2
3.00265,0.045,1400.0,4.07,0.97,133.2115,7.655747,10.0,1.12,0.01,5500.0,338.6062312,-13.7318044,CONFIRMED,K2
2.573413,0.0819,870.5,4.38,1.030202,133.2115,1.93284331,4.765000000000001,1.015751,0.17,5761.0,339.6748444,-13.5600447,CONFIRMED,K2
2.5735352,0.0819,870.5,4.447,0.959,133.2115,1.94,4.765000000000001,0.95,-0.08,5680.0,339.6748444,-13.5600447,CONFIRMED,K2
2.57336,0.0819,1325.0,4.38,0.97,730.0,1.92,4.765000000000001,0.995,0.03,5748.0,339.6748444,-13.5600447,CONFIRMED,K2
2.57275378,0.0819,870.5,4.44558,1.02,133.2115,2.47,4.765000000000001,1.00125,-0.08,5718.0,339.6748444,-13.5600447,CONFIRMED,K2
2.57302,0.0392,870.5,4.25,1.21,1686.0,2.48,4.765000000000001,1.36,-0.08,6293.0,339.6748444,-13.5600447,CONFIRMED,K2
2.57333,0.0819,870.5,4.447,0.959,133.2115,2.03,4.765000000000001,1.046,-0.08,5662.0,339.6748444,-13.5600447,CONFIRMED,K2
6.67199,0.0819,666.0,4.57,0.67,46.7,2.02,4.765000000000001,0.696,-0.1,4455.0,334.3645089,-12.1874776,CONFIRMED,K2
6.6717686,0.0819,870.5,4.447,0.959,133.2115,2.18,4.765000000000001,0.69,-0.08,4500.0,334.3645089,-12.1874776,CONFIRMED,K2
6.67010938,0.0819,870.5,4.60942,0.718,133.2115,2.47,4.765000000000001,0.695645,-0.08,4555.0,334.3645089,-12.1874776,CONFIRMED,K2
6.671774,0.0819,870.5,4.7,0.684147,133.2115,1.92561267,4.765000000000001,0.647947,-0.29,4636.0,334.3645089,-12.1874776,CONFIRMED,K2
6.67196,0.0819,870.5,4.447,0.959,133.2115,1.697,4.765000000000001,0.577,-0.08,5662.0,334.3645089,-12.1874776,CONFIRMED,K2
6.67202,0.0636,870.5,4.604,0.77,66.0,2.14,4.765000000000001,0.73,-0.08,4880.0,334.3645089,-12.1874776,CONFIRMED,K2
16.19803,0.0819,870.5,4.447,0.959,133.2115,1.73,4.765000000000001,0.577,-0.08,5662.0,334.3645089,-12.1874776,CONFIRMED,K2
16.1966,0.1148,870.5,4.604,0.77,20.5,2.14,4.765000000000001,0.73,-0.08,4880.0,334.3645089,-12.1874776,CONFIRMED,K2
16.197189,0.0819,870.5,4.447,0.959,133.2115,2.11,4.765000000000001,0.69,-0.08,4500.0,334.3645089,-12.1874776,CONFIRMED,K2
16.197201,0.0819,870.5,4.7,0.684147,133.2115,1.89069587,4.765000000000001,0.647947,-0.29,4636.0,334.3645089,-12.1874776,CONFIRMED,K2
16.19697,0.0819,495.0,4.57,0.67,14.3,1.99,4.765000000000001,0.696,-0.1,4455.0,334.3645089,-12.1874776,CONFIRMED,K2
20.2653,0.0819,870.5,4.447,0.959,133.2115,2.89,4.765000000000001,1.269,-0.08,5662.0,333.4267738,-12.0663429,CONFIRMED,K2
20.257,0.1627,870.5,4.15,1.4,188.0,3.22,4.765000000000001,1.63,-0.08,6771.0,333.4267738,-12.0663429,CONFIRMED,K2
20.258209,0.0819,870.5,4.447,0.959,133.2115,2.08,4.765000000000001,0.95,-0.08,5686.0,333.4267738,-12.0663429,CONFIRMED,K2
25.4556,0.189,870.5,4.15,1.4,139.0,3.9,4.765000000000001,1.63,-0.08,6771.0,333.4267738,-12.0663429,CONFIRMED,K2
25.457815,0.0819,870.5,4.447,0.959,133.2115,2.99,4.765000000000001,0.95,-0.08,5686.0,333.4267738,-12.0663429,CONFIRMED,K2
25.4569,0.0819,870.5,4.447,0.959,133.2115,3.66,4.765000000000001,1.269,-0.08,5662.0,333.4267738,-12.0663429,CONFIRMED,K2
6.53147301,0.0819,870.5,4.52678,0.94,133.2115,2.47,4.765000000000001,0.875405,-0.08,5391.0,332.4138478,-11.4286687,CONFIRMED,K2
6.5311178,0.0819,870.5,4.447,0.959,133.2115,2.85,4.765000000000001,0.82,-0.08,5313.0,332.4138478,-11.4286687,CONFIRMED,K2
6.53142,0.0819,870.5,4.447,0.959,133.2115,2.79,4.765000000000001,0.867,-0.08,5662.0,332.4138478,-11.4286687,CONFIRMED,K2
6.53044,0.0619,870.5,4.576,0.741,98.0,2.07,4.765000000000001,0.726,-0.08,5312.0,332.4138478,-11.4286687,CONFIRMED,K2
12.647815,0.0819,870.5,4.55,0.701917,133.2115,1.38162499,4.765000000000001,0.668753,-0.34,4799.0,333.2125206,-10.9261373,CONFIRMED,K2
12.64655,0.0819,870.5,4.447,0.959,133.2115,1.47,4.765000000000001,0.722,-0.08,5662.0,333.2125206,-10.9261373,CONFIRMED,K2
12.65309622,0.0819,870.5,4.447,0.959,133.2115,2.47,4.765000000000001,0.966,-0.08,5662.0,333.2125206,-10.9261373,CONFIRMED,K2
12.6475,0.1014,870.5,4.533,0.87,45.0,1.58,4.765000000000001,0.84,-0.08,5213.0,333.2125206,-10.9261373,CONFIRMED,K2
12.647849,0.0819,870.5,4.447,0.959,133.2115,1.65,4.765000000000001,0.72,-0.08,4711.0,333.2125206,-10.9261373,CONFIRMED,K2
5.06939,0.0819,1427.0,3.99,1.06,980.0,2.75,4.765000000000001,1.79,-0.05,5865.0,331.5266563,-10.7115362,CONFIRMED,K2
5.0689232,0.0819,870.5,4.447,0.959,133.2115,2.93,4.765000000000001,1.59,-0.08,6490.0,331.5266563,-10.7115362,CONFIRMED,K2
5.06963,0.05983,1372.0,4.03,1.11,840.0,2.49,4.765000000000001,1.67,-0.047,5887.0,331.5266563,-10.7115362,CONFIRMED,K2
5.06965,0.06069,870.5,4.035,1.16,897.0,2.49,4.765000000000001,1.71,-0.08,5958.0,331.5266563,-10.7115362,CONFIRMED,K2
24.38724,0.0819,870.5,4.447,0.959,133.2115,17.4,4.765000000000001,0.966,-0.08,5662.0,333.6063167,-10.6527924,CANDIDATE,K2
24.3949924,0.0819,870.5,4.11642,1.13,133.2115,2.47,4.765000000000001,1.53945,-0.08,6059.0,333.6063167,-10.6527924,CANDIDATE,K2
24.38752,0.0819,870.5,4.447,0.959,133.2115,22.4,4.765000000000001,1.43,-0.08,5662.0,333.6063167,-10.6527924,CANDIDATE,K2
24.3872,0.0819,870.5,4.11642,1.13,133.2115,2.47,4.765000000000001,1.53945,-0.08,6059.0,333.6063167,-10.6527924,CANDIDATE,K2
24.387407,0.0819,870.5,4.447,0.959,133.2115,18.3,4.765000000000001,1.09,-0.08,5931.0,333.6063167,-10.6527924,CANDIDATE,K2
8.05423,0.0819,870.5,4.447,0.959,133.2115,1.73,4.765000000000001,0.655,-0.08,5662.0,334.0195539,-10.5673649,CONFIRMED,K2
8.054787,0.0819,870.5,4.74,0.751397,133.2115,1.82830556,4.765000000000001,0.702294,-0.21,4893.0,334.0195539,-10.5673649,CONFIRMED,K2
8.0549321,0.0819,870.5,4.447,0.959,133.2115,2.01,4.765000000000001,0.72,-0.08,4720.0,334.0195539,-10.5673649,CONFIRMED,K2
8.05428,0.0708,870.5,4.632,0.73,41.0,1.58,4.765000000000001,0.675,-0.08,4746.0,334.0195539,-10.5673649,CONFIRMED,K2
7.06599,0.0591,870.5,4.786,0.551,17.9,2.32,4.765000000000001,0.491,-0.08,4127.0,335.7596816,-10.4886817,CONFIRMED,K2
7.065,0.0819,870.5,4.447,0.959,133.2115,2.4,4.765000000000001,0.491,-0.08,5662.0,335.7596816,-10.4886817,CONFIRMED,K2
7.0658874,0.0819,870.5,4.447,0.959,133.2115,3.07,4.765000000000001,0.61,-0.08,4059.0,335.7596816,-10.4886817,CONFIRMED,K2
28.6777,0.1864,870.5,3.817,1.05,125.0,4.12,4.765000000000001,2.13,-0.08,5715.0,167.0937488,-1.065855,CONFIRMED,K2
28.6911,0.0819,870.5,4.447,0.959,133.2115,4.3,4.765000000000001,1.597,-0.08,5662.0,167.0937488,-1.065855,CONFIRMED,K2
28.6781,0.1867,786.0,4.092,1.056,133.2115,4.03523305,8.6,1.533,0.049,5700.0,167.0937488,-1.065855,CONFIRMED,K2
28.67992,0.1814,651.0,4.447,0.97,133.2115,2.67,4.765000000000001,0.96,-0.07,5772.0,167.0937488,-1.065855,CONFIRMED,K2
13.978518,0.0819,870.5,4.53,0.847597,133.2115,2.75039475,4.765000000000001,0.798574,0.06,5131.0,338.4759328,-10.0849917,CONFIRMED,K2
13.9782,0.0819,870.5,4.447,0.959,133.2115,2.69,4.765000000000001,0.783,-0.08,5662.0,338.4759328,-10.0849917,CONFIRMED,K2
13.98746633,0.0819,870.5,4.56746,0.846,133.2115,2.47,4.765000000000001,0.792485,-0.08,5064.0,338.4759328,-10.0849917,CONFIRMED,K2
13.97876,0.0819,870.5,4.447,0.959,133.2115,2.77,4.765000000000001,0.77,-0.08,5026.0,338.4759328,-10.0849917,CONFIRMED,K2
13.97896,0.1112,870.5,4.478,0.94,62.0,2.89,4.765000000000001,0.93,-0.08,5622.0,338.4759328,-10.0849917,CONFIRMED,K2
6.9862794,0.0819,870.5,4.447,0.959,133.2115,3.32,4.765000000000001,0.57,-0.08,3891.0,341.7248656,-9.8816109,CONFIRMED,K2
6.98541,0.0559,870.5,4.852,0.477,13.4,2.15,4.765000000000001,0.426,-0.08,4006.0,341.7248656,-9.8816109,CONFIRMED,K2
5.57739,0.037,870.5,5.048,0.217,5.4,0.75,4.765000000000001,0.232,-0.08,3497.0,334.6227504,-9.6120084,CONFIRMED,K2
5.577212,0.04,870.5,4.447,0.271365,8.5,1.08,4.765000000000001,0.330989,-0.08,3360.47,334.6227504,-9.6120084,CONFIRMED,K2
5.5773147,0.0819,870.5,4.447,0.959,133.2115,1.54,4.765000000000001,0.43,-0.08,3563.0,334.6227504,-9.6120084,CONFIRMED,K2
15.189034,0.078,870.5,4.447,0.271365,2.2,1.16,4.765000000000001,0.330989,-0.08,3360.47,334.6227504,-9.6120084,CONFIRMED,K2
15.1871,0.0722,870.5,5.048,0.217,1.41,0.86,4.765000000000001,0.232,-0.08,3497.0,334.6227504,-9.6120084,CONFIRMED,K2
7.760178,0.05,870.5,4.447,0.271365,5.4,1.01,4.765000000000001,0.330989,-0.08,3360.47,334.6227504,-9.6120084,CONFIRMED,K2
7.7599,0.0461,870.5,5.048,0.217,3.5,0.73,4.765000000000001,0.232,-0.08,3497.0,334.6227504,-9.6120084,CONFIRMED,K2
24.1669,0.098,870.5,5.048,0.217,0.76,0.82,4.765000000000001,0.232,-0.08,3497.0,334.6227504,-9.6120084,CONFIRMED,K2
24.158868,0.106,870.5,4.447,0.271365,1.2,1.29,4.765000000000001,0.330989,-0.08,3360.47,334.6227504,-9.6120084,CONFIRMED,K2
7.49569,0.0819,870.5,4.447,0.959,133.2115,2.71,4.765000000000001,1.079,-0.08,5662.0,335.025662,-9.0560881,CONFIRMED,K2
7.495692,0.0819,870.5,4.35,1.043192,133.2115,2.62539115,4.765000000000001,1.051008,0.09,5844.0,335.025662,-9.0560881,CONFIRMED,K2
7.4956613,0.0819,870.5,4.447,0.959,133.2115,4.74,4.765000000000001,1.77,-0.08,6634.0,335.025662,-9.0560881,CONFIRMED,K2
7.49491004,0.0819,870.5,4.41546,1.061,133.2115,2.47,4.765000000000001,1.05721,0.03,5865.0,335.025662,-9.0560881,CONFIRMED,K2
7.495,0.0819,870.5,4.41546,1.061,133.2115,2.47,4.765000000000001,1.05721,0.03,5865.0,335.025662,-9.0560881,CONFIRMED,K2
7.49543,0.07619,870.5,4.409,1.05,213.0,2.45,4.765000000000001,1.06,-0.08,5922.0,335.025662,-9.0560881,CONFIRMED,K2
7.49556,0.0819,968.0,4.39,1.02,209.0,2.58,4.765000000000001,1.058,0.04,5867.0,335.025662,-9.0560881,CONFIRMED,K2
19.565557,0.0819,870.5,4.24,0.987182,133.2115,2.95906745,4.765000000000001,1.086156,-0.21,5929.0,339.9192984,-8.7145697,CONFIRMED,K2
19.565086,0.0819,870.5,4.447,0.959,133.2115,2.94,4.765000000000001,1.01,-0.08,5804.0,339.9192984,-8.7145697,CONFIRMED,K2
19.5688,0.0819,870.5,4.447,0.959,133.2115,3.66,4.765000000000001,1.047,-0.08,5662.0,339.9192984,-8.7145697,CONFIRMED,K2
19.5666,0.1402,870.5,4.444,0.96,59.1,2.31,4.765000000000001,0.98,-0.08,6060.0,339.9192984,-8.7145697,CONFIRMED,K2
7.8142,0.081,870.5,4.118,1.16,430.0,2.67,4.765000000000001,1.56,-0.08,5995.0,338.844896,-7.469895,CONFIRMED,K2
7.817949,0.0819,870.5,4.26,1.173509,133.2115,2.54862479,4.765000000000001,1.238022,0.3,6022.0,338.844896,-7.469895,CONFIRMED,K2
7.81751,0.0819,870.5,4.447,0.959,133.2115,3.08,4.765000000000001,1.492,-0.08,5662.0,338.844896,-7.469895,CONFIRMED,K2
7.8173399,0.0819,870.5,4.447,0.959,133.2115,2.16,4.765000000000001,1.01,-0.08,5800.0,338.844896,-7.469895,CONFIRMED,K2
18.289,0.0819,870.5,4.447,0.959,133.2115,3.16,4.765000000000001,1.492,-0.08,5662.0,338.844896,-7.469895,CONFIRMED,K2
18.286069,0.0819,870.5,4.26,1.173509,133.2115,2.62624197,4.765000000000001,1.238022,0.3,6022.0,338.844896,-7.469895,CONFIRMED,K2
18.283257,0.0819,870.5,4.447,0.959,133.2115,2.31,4.765000000000001,1.01,-0.08,5800.0,338.844896,-7.469895,CONFIRMED,K2
18.311,0.1429,870.5,4.118,1.16,138.0,2.77,4.765000000000001,1.56,-0.08,5995.0,338.844896,-7.469895,CONFIRMED,K2
11.98934,0.0819,870.5,4.447,0.959,133.2115,14.77,4.765000000000001,1.726,-0.08,5662.0,337.1055746,-6.0867177,CANDIDATE,K2
11.989686,0.0819,870.5,4.447,0.959,133.2115,9.01,4.765000000000001,0.96,-0.08,5700.0,337.1055746,-6.0867177,CANDIDATE,K2
23.9726,0.0819,870.5,4.447,0.959,133.2115,11.1,4.765000000000001,0.966,-0.08,5662.0,337.1055746,-6.0867177,CANDIDATE,K2
11.99899626,0.0819,870.5,4.05666,1.03,133.2115,2.47,4.765000000000001,1.57442,0.02,5759.0,337.1055746,-6.0867177,CANDIDATE,K2
11.9897,0.0819,870.5,4.05666,1.03,133.2115,2.47,4.765000000000001,1.57442,0.02,5759.0,337.1055746,-6.0867177,CANDIDATE,K2
8.199796,0.0819,870.5,4.47,0.8,58.0,2.3,0.85,0.76,0.29,4970.0,55.228521,12.572448,CONFIRMED,K2
8.20075,0.076,870.5,4.544,0.87,83.0,2.47,4.765000000000001,0.83,-0.08,5297.0,55.228521,12.572448,CONFIRMED,K2
8.20023,0.0819,870.5,4.447,0.959,133.2115,2.53,4.765000000000001,0.782,-0.08,5662.0,55.228521,12.572448,CONFIRMED,K2
8.2000844,0.0753,806.0,4.569,0.847,133.2115,2.4996027,4.7,0.792,0.13,5160.0,55.228521,12.572448,CONFIRMED,K2
8.199814,0.0819,870.5,4.67,0.851503,133.2115,2.49801045,4.765000000000001,0.783982,0.12,5070.0,55.228521,12.572448,CONFIRMED,K2
8.2008,0.0819,870.5,4.53827,0.793,133.2115,2.47,4.765000000000001,0.793476,0.237,4865.6,55.228521,12.572448,CONFIRMED,K2
8.20008746059,0.0819,704.46,4.54,0.959,58.2025,2.79975419,4.765000000000001,0.793476,-0.08,4865.6,55.228521,12.572448,CONFIRMED,K2
2.29016,0.0819,870.5,4.447,0.959,133.2115,1.42,4.765000000000001,0.966,-0.08,5662.0,57.2255456,13.4831393,CANDIDATE,K2
2.294185,0.0819,1065.39,4.62,0.959,304.4789,1.95611,4.765000000000001,0.707445,-0.08,5062.0,57.2255456,13.4831393,CANDIDATE,K2
10.993948,0.0819,870.5,4.41,1.06195,133.2115,3.14685573,4.765000000000001,1.038427,0.2,5839.0,55.2559307,13.5191871,CONFIRMED,K2
10.9947,0.0988,1022.0,4.447,1.066,181.0,4.09,6.5,1.265,0.035,5897.0,55.2559307,13.5191871,CONFIRMED,K2
10.99497,0.0819,925.0,4.18,1.01,174.0,3.99,4.765000000000001,1.247,0.0,5853.0,55.2559307,13.5191871,CONFIRMED,K2
21.99036193738,0.0819,699.16,4.14669,0.959,56.4701,4.60346552,4.765000000000001,1.33417,-0.08,5294.0,55.2559307,13.5191871,CONFIRMED,K2
10.994748,0.0819,870.5,4.249,1.06,133.2115,4.05,4.765000000000001,1.247,-0.08,5926.0,55.2559307,13.5191871,CONFIRMED,K2
10.99501,0.0819,870.5,4.447,0.959,133.2115,4.55,4.765000000000001,1.3704,-0.08,5662.0,55.2559307,13.5191871,CONFIRMED,K2
10.99573,0.0987,870.5,4.249,1.06,186.0,3.69,4.765000000000001,1.28,-0.08,5926.0,55.2559307,13.5191871,CONFIRMED,K2
10.3535,0.0877,870.5,4.562,0.84,52.0,3.32,4.765000000000001,0.8,-0.08,5147.0,169.7935178,-0.2844389,CONFIRMED,K2
10.353263,0.0819,870.5,4.447,0.959,133.2115,3.09,4.765000000000001,0.73,-0.08,4797.0,169.7935178,-0.2844389,CONFIRMED,K2
10.35848367,0.0819,870.5,4.5498,0.77,133.2115,2.47,4.765000000000001,0.771581,0.01,4779.0,169.7935178,-0.2844389,CONFIRMED,K2
10.35176,0.0856,691.0,4.447,0.79,133.2115,2.97,4.765000000000001,0.74,-0.01,4890.0,169.7935178,-0.2844389,CONFIRMED,K2
10.35239,0.0856,631.0,4.52,0.78,37.7,3.58,4.765000000000001,0.74,-0.02,4870.0,169.7935178,-0.2844389,CONFIRMED,K2
10.3516,0.0819,870.5,4.447,0.959,133.2115,2.86,4.765000000000001,0.712,-0.08,5662.0,169.7935178,-0.2844389,CONFIRMED,K2
