pl_orbper,pl_orbsmax,pl_eqt,st_logg,st_mass,pl_insol,pl_rade,st_age,st_rad,st_met,st_teff,ra,dec,disposition,source
2.684328541,0.036,1265.0,4.411,0.859,603.57,12.73,4.765000000000001,0.956,-0.1,5561.0,292.85574,46.391178,CONFIRMED,Kepler
23.3397956,0.159,653.0,4.36,0.983,43.02,1.23,4.765000000000001,1.084,0.16,5671.0,297.79514,40.417709,CONFIRMED,Kepler
2.806243488,0.0328,771.0,4.684,0.595,83.53,1.41,4.765000000000001,0.581,-0.22,4153.0,289.29065,51.40889,CONFIRMED,Kepler
2.27190723,0.0321,1318.0,4.506,0.856,714.27,1.12,4.765000000000001,0.856,-0.38,5788.0,294.73419,40.86142,CANDIDATE,Kepler
7.132351753,0.0855,1579.0,4.08,1.633,1466.12,49.34,4.765000000000001,1.93,-0.06,7530.0,294.83032,46.734348,CANDIDATE,Kepler
6.53194024,0.065,907.0,4.391,0.856,159.66,3.09,4.765000000000001,0.977,0.16,5301.0,284.29694,49.15868,CONFIRMED,Kepler
51.3011844,0.2716,492.0,4.508,1.014,13.86,2.07,4.765000000000001,0.929,-0.18,6032.0,284.61621,49.190811,CONFIRMED,Kepler
1.097211085,0.0145,740.0,4.92,0.339,71.01,16.07,4.765000000000001,0.334,-0.2,3497.0,283.79654,49.50399,CANDIDATE,Kepler
0.938466959,0.0182,1876.0,4.323,0.906,2919.17,1.58,4.765000000000001,1.087,0.12,5499.0,284.73145,49.533192,CONFIRMED,Kepler
51.3901452,0.2853,570.0,4.284,1.173,24.98,3.62,4.765000000000001,1.292,0.16,6074.0,293.62592,39.50631,CONFIRMED,Kepler
3.217518511,0.041,1185.0,4.473,0.882,464.73,11.38,4.765000000000001,0.903,-0.22,5720.0,289.43463,49.4734,CONFIRMED,Kepler
4.66271902,0.0556,1039.0,4.514,1.051,274.98,3.86,4.765000000000001,0.939,0.21,5729.0,298.48282,46.793621,CONFIRMED,Kepler
11.8150174,0.1033,762.0,4.514,1.051,79.66,3.48,4.765000000000001,0.939,0.21,5729.0,298.48282,46.793621,CONFIRMED,Kepler
7.834433676,0.0714,689.0,4.62,0.822,53.33,3.47,4.765000000000001,0.72,0.07,4920.0,287.60559,49.523258,CONFIRMED,Kepler
3.005156911,0.0377,949.0,4.62,0.822,191.27,2.2,4.765000000000001,0.72,0.07,4920.0,287.60559,49.523258,CONFIRMED,Kepler
33.3856176,0.2012,580.0,4.407,0.974,26.73,2.48,4.765000000000001,1.022,-0.04,5833.0,295.80658,50.909801,CONFIRMED,Kepler
8.48039789,0.0795,866.0,4.364,0.93,132.85,1.71,4.765000000000001,1.05,0.3,5401.0,298.73007,46.688671,CANDIDATE,Kepler
1.333395306,0.0221,1390.0,4.527,0.807,880.53,0.86,4.765000000000001,0.811,-0.04,5199.0,288.92575,39.90155,CANDIDATE,Kepler
7.71467686,0.0915,1622.0,3.843,1.714,1636.72,4.65,4.765000000000001,2.599,0.0,6900.0,281.97125,43.672771,CONFIRMED,Kepler
4.4444826,0.0552,1217.0,4.426,1.135,518.45,1.71,4.765000000000001,1.079,-0.02,6240.0,288.99258,46.67075,CONFIRMED,Kepler
21.3781146,0.1611,727.0,4.417,1.219,65.94,3.18,4.765000000000001,1.131,0.21,6218.0,293.66507,40.359531,CANDIDATE,Kepler
29.5422566,0.1792,515.0,4.572,0.877,16.56,3.15,4.765000000000001,0.803,-0.16,5510.0,282.43918,43.734482,CONFIRMED,Kepler
144.551628,0.5164,303.0,4.572,0.877,1.99,3.06,4.765000000000001,0.803,-0.16,5510.0,282.43918,43.734482,CONFIRMED,Kepler
186.4361811,0.6233,353.0,4.132,0.926,3.66,11.32,4.765000000000001,1.37,0.18,5393.0,290.12857,40.021832,CONFIRMED,Kepler
8.04727721,0.077,855.0,4.553,0.942,126.56,2.33,4.765000000000001,0.849,-0.24,5840.0,290.58685,51.69582,CONFIRMED,Kepler
5.87063416,0.0545,616.0,4.66,0.624,33.99,1.44,4.765000000000001,0.612,-0.06,4166.0,286.58539,46.87093,CONFIRMED,Kepler
15.358767771,0.1157,662.0,4.484,0.874,45.46,10.89,4.765000000000001,0.887,0.02,5422.0,295.28723,41.221958,CONFIRMED,Kepler
29.5390897,0.204,714.0,4.365,1.298,61.49,2.51,4.765000000000001,1.238,0.07,6572.0,290.49316,39.785519,CONFIRMED,Kepler
35.6364022,0.2104,537.0,4.532,0.978,19.62,1.99,4.765000000000001,0.887,-0.2,5926.0,290.24103,39.96801,CONFIRMED,Kepler
0.94773253,0.0182,2321.0,4.183,0.895,6862.81,45.58,4.765000000000001,1.269,-0.7,6302.0,290.73804,39.919651,CANDIDATE,Kepler
0.784031658,0.0163,1705.0,4.578,0.937,1995.65,1.55,4.765000000000001,0.824,0.07,5435.0,294.13202,39.981979,CANDIDATE,Kepler
8.98128472,0.0882,898.0,4.473,1.133,153.36,7.19,4.765000000000001,1.022,0.21,5977.0,296.57153,50.677849,CONFIRMED,Kepler
13.07141889,0.113,964.0,4.173,1.123,203.87,2.47,4.765000000000001,1.439,0.02,6122.0,294.74207,43.536831,CONFIRMED,Kepler
0.692015479,0.0122,1057.0,4.747,0.503,294.34,19.31,4.765000000000001,0.497,-0.08,3752.0,287.14313,46.50806,CANDIDATE,Kepler
17.0421346,0.1227,594.0,4.59,0.854,29.47,5.14,4.765000000000001,0.773,-0.16,5367.0,291.28659,43.404411,CANDIDATE,Kepler
7.94671044,0.0712,673.0,4.626,0.789,48.5,27.43,4.765000000000001,0.702,-0.02,4859.0,287.80457,46.23893,CANDIDATE,Kepler
3.74781242,0.0473,1172.0,4.438,1.0,446.47,38.04,4.765000000000001,1.0,0.0,5780.0,291.02301,50.262226,CANDIDATE,Kepler
192.667139,0.6219,283.0,4.487,0.863,1.52,3.64,4.765000000000001,0.878,0.0,5401.0,296.6713,43.49839,CONFIRMED,Kepler
3.989544192,0.0449,903.0,4.643,0.765,157.1,0.93,4.765000000000001,0.688,-0.42,5229.0,294.6499,43.33559,CONFIRMED,Kepler
17.9776037,0.1372,752.0,4.46,1.066,75.61,1.58,4.765000000000001,1.006,-0.26,6296.0,287.03952,46.640129,CONFIRMED,Kepler
11.8693144,0.104,864.0,4.46,1.066,131.58,1.09,4.765000000000001,1.006,-0.26,6296.0,287.03952,46.640129,CONFIRMED,Kepler
12.98494603,0.1055,818.0,4.384,0.93,105.74,1.64,4.765000000000001,1.025,-0.26,5948.0,286.43365,50.300331,CONFIRMED,Kepler
7.300735516,0.0777,1086.0,4.394,1.169,328.98,13.32,4.765000000000001,1.138,-0.1,6434.0,296.04764,43.762138,CANDIDATE,Kepler
19.17893976,0.1392,640.0,4.538,0.979,39.65,2.4,4.765000000000001,0.881,-0.06,5767.0,297.48257,40.680779,CONFIRMED,Kepler
6.99130452,0.0679,716.0,4.606,0.86,62.05,1.95,4.765000000000001,0.761,0.36,4847.0,296.17728,46.99902,CONFIRMED,Kepler
52.971584,0.257,402.0,4.55,0.808,6.19,29.02,4.765000000000001,0.789,-0.08,5204.0,281.61887,46.814201,CONFIRMED,Kepler
3.517494725,0.0378,704.0,4.699,0.578,58.08,1.42,4.765000000000001,0.564,-0.3,4132.0,291.15295,40.887489,CONFIRMED,Kepler
6.93365167,0.0715,1104.0,4.212,1.01,351.27,1.7,4.765000000000001,1.304,0.0,5861.0,294.17108,40.055168,CONFIRMED,Kepler
5.91393977,0.0682,1112.0,4.415,1.208,361.0,1.07,4.765000000000001,1.129,0.21,6194.0,294.17108,40.055168,CONFIRMED,Kepler
61.0373591,0.3359,610.0,4.154,1.358,32.74,3.38,4.765000000000001,1.614,0.28,6309.0,290.66852,40.39772,CONFIRMED,Kepler
33.8677783,0.1805,394.0,4.593,0.683,5.69,2.31,4.765000000000001,0.691,-0.06,4564.0,290.10654,40.490662,CONFIRMED,Kepler
14.62399621,0.1131,681.0,4.57,0.907,50.91,21.92,4.765000000000001,0.815,-0.3,5753.0,291.33719,40.558201,CONFIRMED,Kepler
1064.2680956,2.1525,281.0,3.833,1.174,1.47,33.63,4.765000000000001,2.173,-0.46,6340.0,288.25864,43.376465,CANDIDATE,Kepler
2.113202658,0.0306,1281.0,4.502,0.853,635.47,207.71,4.765000000000001,0.858,-0.12,5482.0,296.91724,43.517529,CANDIDATE,Kepler
9.771462706,0.0878,799.0,4.551,0.947,96.39,10.15,4.765000000000001,0.853,-0.2,5812.0,286.14938,49.867512,CONFIRMED,Kepler
281.5628889,0.7659,214.0,4.536,0.755,0.49,10.83,4.765000000000001,0.776,0.12,4810.0,284.84988,46.13895,CONFIRMED,Kepler
1.157808038,0.0214,1579.0,4.532,0.975,1472.38,22.9,4.765000000000001,0.886,0.12,5566.0,297.17429,43.479099,CANDIDATE,Kepler
6.14281498,0.0695,1355.0,4.128,1.182,796.26,1.82,4.765000000000001,1.554,-0.14,6495.0,292.03149,49.388618,CANDIDATE,Kepler
5.69919592,0.0622,964.0,4.493,0.986,204.18,1.16,4.765000000000001,0.932,0.12,5646.0,292.58444,49.923161,CONFIRMED,Kepler
18.11473813,0.1432,830.0,4.247,1.194,112.43,2.49,4.765000000000001,1.36,0.14,6109.0,288.66156,49.737209,CONFIRMED,Kepler
6.24145791,0.067,1111.0,4.25,1.026,360.09,1.6,4.765000000000001,1.259,0.1,5810.0,286.27176,43.59523,CONFIRMED,Kepler
20.4222447,0.1536,785.0,4.274,1.157,89.74,1.78,4.765000000000001,1.299,0.1,6119.0,290.09082,39.81699,CONFIRMED,Kepler
8.72585478,0.0827,985.0,4.326,0.987,222.19,2.86,4.765000000000001,1.131,-0.18,6036.0,298.25204,40.496078,CONFIRMED,Kepler
12.88291395,0.1072,865.0,4.326,0.987,132.23,3.15,4.765000000000001,1.131,-0.18,6036.0,298.25204,40.496078,CONFIRMED,Kepler
27.4345973,0.1774,672.0,4.326,0.987,48.29,2.56,4.765000000000001,1.131,-0.18,6036.0,298.25204,40.496078,CONFIRMED,Kepler
4.22453631,0.051,1254.0,4.326,0.987,584.24,1.6,4.765000000000001,1.131,-0.18,6036.0,298.25204,40.496078,CONFIRMED,Kepler
44.5520266,0.2451,572.0,4.326,0.987,25.3,2.29,4.765000000000001,1.131,-0.18,6036.0,298.25204,40.496078,CONFIRMED,Kepler
52.069002,0.2739,524.0,4.251,1.008,17.76,2.92,4.765000000000001,1.246,0.32,5565.0,289.67935,40.700459,CONFIRMED,Kepler
2.418406841,0.0337,1226.0,4.484,0.874,535.84,2.25,4.765000000000001,0.887,0.02,5422.0,295.28723,41.221958,CONFIRMED,Kepler
8.51170088,0.0819,870.5,4.447,0.959,133.2115,2.47,4.765000000000001,0.966,-0.08,5662.0,289.67935,40.700459,CONFIRMED,Kepler
5.0825188,0.0564,968.0,4.561,0.93,207.45,0.88,4.765000000000001,0.834,-0.18,5706.0,290.92316,40.77103,CANDIDATE,Kepler
6.93910337,0.0546,445.0,4.844,0.45,9.28,1.41,4.765000000000001,0.42,-0.14,3638.0,291.285,40.730049,CONFIRMED,Kepler
9.11500269,0.0866,906.0,4.431,1.039,159.34,1.78,4.765000000000001,1.028,0.0,5962.0,289.38351,41.392689,CONFIRMED,Kepler
8.48031942,0.081,918.0,4.439,0.983,168.01,4.54,4.765000000000001,0.991,-0.14,5951.0,298.82254,46.650269,CANDIDATE,Kepler
13.7223682,0.1048,746.0,4.399,0.813,73.16,2.23,4.765000000000001,0.943,-0.3,5637.0,293.26093,44.868889,CONFIRMED,Kepler
3.582076914,0.0451,1265.0,4.422,0.95,604.27,5.33,4.765000000000001,0.993,-0.36,6109.0,296.07822,43.13694,CANDIDATE,Kepler
15.43400996,0.124,721.0,4.509,1.065,63.79,4.3,4.765000000000001,0.951,0.07,5900.0,297.35233,46.09594,CONFIRMED,Kepler
1.780984316,0.0285,1397.0,4.545,0.968,899.03,2.33,4.765000000000001,0.87,-0.06,5730.0,288.76318,50.174221,CANDIDATE,Kepler
7.63846084,0.0797,1089.0,4.274,1.157,333.3,1.12,4.765000000000001,1.299,0.1,6119.0,290.09082,39.81699,CONFIRMED,Kepler
70.6981724,0.328,417.0,4.536,0.94,7.11,1.63,4.765000000000001,0.866,-0.2,5811.0,295.52121,49.738628,CONFIRMED,Kepler
3.74443645,0.0492,1328.0,4.269,1.132,736.89,1.1,4.765000000000001,1.293,0.24,5876.0,291.46732,50.75948,CONFIRMED,Kepler
10.19154678,0.0967,1144.0,4.049,1.156,404.17,1.39,4.765000000000001,1.684,-0.1,6212.0,281.46173,46.789894,CONFIRMED,Kepler
10.581581895,0.0963,1098.0,4.074,1.061,342.98,53.19,4.765000000000001,1.567,-0.24,6168.0,296.62979,46.880203,CANDIDATE,Kepler
2.819453322,0.0377,1357.0,4.33,0.9,803.4,29.8,4.765000000000001,1.074,-0.16,5767.0,284.664,43.98502,CANDIDATE,Kepler
12.89006728,0.0992,620.0,4.512,0.781,34.99,1.93,4.765000000000001,0.812,0.16,4915.0,294.36487,40.720879,CONFIRMED,Kepler
23.210509958,0.1533,595.0,4.572,0.895,29.69,21.19,4.765000000000001,0.809,-0.42,5875.0,296.18524,39.26268,CONFIRMED,Kepler
2.35574505,0.0319,1093.0,4.512,0.781,338.4,1.34,4.765000000000001,0.812,0.16,4915.0,294.36487,40.720879,CONFIRMED,Kepler
4.74666128,0.051,865.0,4.512,0.781,132.4,1.3,4.765000000000001,0.812,0.16,4915.0,294.36487,40.720879,CONFIRMED,Kepler
19.65639342,0.1335,549.0,4.613,0.828,21.5,2.83,4.765000000000001,0.74,-0.24,5288.0,297.73984,46.94191,CONFIRMED,Kepler
62.81584402,0.3444,582.0,4.23,1.379,27.14,57.62,4.765000000000001,1.492,0.48,6340.0,293.53448,41.329899,CANDIDATE,Kepler
70.468171,0.3512,511.0,4.396,1.162,16.17,3.46,4.765000000000001,1.131,-0.14,6461.0,293.87988,41.393822,CONFIRMED,Kepler
56.86716792,0.0819,870.5,4.447,0.959,133.2115,2.47,4.765000000000001,0.966,-0.08,5662.0,298.50726,41.47905,CANDIDATE,Kepler
3.93246069,0.0444,894.0,4.533,0.756,151.31,1.65,4.765000000000001,0.779,0.1,4841.0,289.92072,41.542831,CONFIRMED,Kepler
0.921030497,0.0192,2362.0,4.069,1.115,7380.64,1.62,4.765000000000001,1.615,0.14,5843.0,298.48111,41.615341,CONFIRMED,Kepler
5.960400011,0.0639,890.0,4.534,0.978,148.26,2.85,4.765000000000001,0.886,0.28,5418.0,294.6741,42.075581,CONFIRMED,Kepler
85.3514875,0.3751,390.0,4.478,0.966,5.44,6.31,4.765000000000001,0.938,0.14,5584.0,294.63239,43.400471,CONFIRMED,Kepler
23.02028478,0.1608,604.0,4.496,1.046,31.4,7.58,4.765000000000001,0.956,0.32,5613.0,280.36023,43.12368,CONFIRMED,Kepler
69.72646639,0.371,613.0,4.107,1.398,33.3,11.65,4.765000000000001,1.731,0.2,6430.0,295.41788,51.184761,CONFIRMED,Kepler
1.609321941,0.0228,958.0,4.662,0.609,199.28,1.57,4.765000000000001,0.603,-0.2,4224.0,297.43039,39.847839,CONFIRMED,Kepler
9.51220046,0.0745,530.0,4.662,0.609,18.66,1.99,4.765000000000001,0.603,-0.2,4224.0,297.43039,39.847839,CONFIRMED,Kepler
4.72941177,0.0468,669.0,4.662,0.609,47.3,1.22,4.765000000000001,0.603,-0.2,4224.0,297.43039,39.847839,CONFIRMED,Kepler
4.887803076,0.053,800.0,4.591,0.83,96.67,4.82,4.765000000000001,0.763,0.32,4778.0,297.70935,48.080853,CONFIRMED,Kepler
4.437962934,0.0545,1338.0,4.175,1.093,757.65,18.05,4.765000000000001,1.415,0.08,5953.0,286.24344,50.040379,CONFIRMED,Kepler
20.74028645,0.154,798.0,4.264,1.129,95.68,4.24,4.765000000000001,1.299,0.0,6226.0,297.04541,46.328701,CONFIRMED,Kepler
1.207852845,0.0205,1539.0,4.533,0.791,1331.31,38.59,4.765000000000001,0.797,-0.44,5601.0,299.10327,40.8493,CANDIDATE,Kepler
2.379282197,0.0374,1571.0,4.399,1.232,1442.19,25.74,4.765000000000001,1.162,0.07,6392.0,293.19507,39.90728,CANDIDATE,Kepler
26.0692512,0.1581,591.0,4.409,0.773,28.85,23.61,4.765000000000001,0.91,-0.38,5585.0,298.9024,40.31953,CANDIDATE,Kepler
9.69501146,0.089,833.0,4.516,1.0,114.06,2.08,4.765000000000001,0.914,-0.1,5896.0,295.78516,40.439548,CONFIRMED,Kepler
15.3825394,0.1211,714.0,4.516,1.0,61.61,2.14,4.765000000000001,0.914,-0.1,5896.0,295.78516,40.439548,CONFIRMED,Kepler
1.818939148,0.0295,1549.0,4.487,1.036,1364.15,1.82,4.765000000000001,0.962,-0.22,6153.0,293.87265,46.714951,CANDIDATE,Kepler
40.1097817,0.223,556.0,4.265,0.918,22.65,3.11,4.765000000000001,1.169,0.14,5509.0,289.73169,46.953819,CONFIRMED,Kepler
0.708621057,0.0149,1846.0,4.484,0.874,2741.07,1.2,4.765000000000001,0.887,0.02,5422.0,295.28723,41.221958,CONFIRMED,Kepler
2.46106962,0.0354,1195.0,4.534,0.978,483.09,0.84,4.765000000000001,0.886,0.28,5418.0,294.6741,42.075581,CONFIRMED,Kepler
3.403743926,0.0429,1101.0,4.533,0.906,346.98,10.77,4.765000000000001,0.853,-0.1,5596.0,293.25916,42.126629,CANDIDATE,Kepler
8.03753796,0.0719,744.0,4.511,0.764,72.44,1.54,4.765000000000001,0.804,-0.02,5044.0,297.13263,42.76825,CONFIRMED,Kepler
2.43902575,0.0436,2307.0,3.817,1.852,6700.04,2.61,4.765000000000001,2.784,0.56,6546.0,297.51907,42.777061,CANDIDATE,Kepler
56.3587987,0.2698,419.0,4.525,0.824,7.29,5.04,4.765000000000001,0.821,-0.2,5446.0,290.85413,51.222809,CONFIRMED,Kepler
242.467406,0.7106,286.0,4.399,0.813,1.59,1.73,4.765000000000001,0.943,-0.3,5637.0,293.26093,44.868889,CONFIRMED,Kepler
169.4976085,0.5754,272.0,4.592,0.9,1.29,9.06,4.765000000000001,0.787,0.07,5270.0,287.65396,43.505718,CONFIRMED,Kepler
76.13622222,0.3403,399.0,4.494,0.904,6.01,4.78,4.765000000000001,0.892,-0.06,5591.0,288.84863,51.209049,CONFIRMED,Kepler
4.9883872,0.0553,990.0,4.565,0.91,227.27,2.59,4.765000000000001,0.823,-0.32,5819.0,296.43814,46.61536,CANDIDATE,Kepler
2.586878667,0.0381,1666.0,4.343,1.103,1823.52,19.84,4.765000000000001,1.172,-0.54,6812.0,296.87762,43.941631,CANDIDATE,Kepler
3.964333304,0.053,1680.0,3.808,1.258,1881.78,37.09,4.765000000000001,2.318,-0.06,5758.0,290.44736,40.44289,CANDIDATE,Kepler
1.525924389,0.0268,1722.0,4.427,1.091,2072.8,49.86,4.765000000000001,1.06,-0.06,6203.0,295.32077,40.187359,CANDIDATE,Kepler
5.910371418,0.0646,1053.0,4.488,1.029,290.83,12.62,4.765000000000001,0.958,-0.28,6200.0,293.83688,40.41045,CANDIDATE,Kepler
0.917568975,0.0186,1748.0,4.541,1.01,2197.57,11.92,4.765000000000001,0.893,0.07,5713.0,298.5137,40.639622,CONFIRMED,Kepler
5.92365747,0.0515,531.0,4.762,0.518,18.87,0.99,4.765000000000001,0.496,-0.28,3883.0,297.50986,46.961262,CONFIRMED,Kepler
105.3582299,0.351,204.0,4.762,0.518,0.41,1.87,4.765000000000001,0.496,-0.28,3883.0,297.50986,46.961262,CONFIRMED,Kepler
3.24325988,0.0433,1243.0,4.438,1.027,563.17,12.91,4.765000000000001,1.013,0.1,5823.0,294.99631,50.470058,CONFIRMED,Kepler
7.79668781,0.0848,1116.0,4.352,1.334,366.42,2.44,4.765000000000001,1.276,0.21,6521.0,298.36884,40.173424,CONFIRMED,Kepler
56.4758069,0.2838,417.0,4.57,0.952,7.14,3.22,4.765000000000001,0.839,0.07,5497.0,288.83936,46.98674,CONFIRMED,Kepler
92.8747294,0.3953,353.0,4.57,0.952,3.68,2.64,4.765000000000001,0.839,0.07,5497.0,288.83936,46.98674,CONFIRMED,Kepler
1.538180949,0.0167,602.0,4.978,0.26,30.85,1.0,4.765000000000001,0.274,-0.06,3364.0,297.72925,42.86692,CONFIRMED,Kepler
10.4188915,0.0917,855.0,4.36,0.946,126.48,3.17,4.765000000000001,1.064,0.04,5692.0,298.01443,42.957458,CONFIRMED,Kepler
20.4998763,0.1528,731.0,4.428,1.13,67.67,2.8,4.765000000000001,1.076,-0.04,6249.0,290.32651,43.12183,CONFIRMED,Kepler
1.921437488,0.0279,1276.0,4.472,0.784,626.79,1.77,4.765000000000001,0.851,-0.08,5238.0,296.95206,43.271969,CONFIRMED,Kepler
96.109323,0.3928,409.0,4.375,0.875,6.59,4.01,4.765000000000001,1.005,-0.26,5792.0,298.0231,43.363522,CONFIRMED,Kepler
20.38174802,0.1345,528.0,4.515,0.779,18.36,3.16,4.765000000000001,0.808,0.18,4883.0,286.74188,43.190102,CONFIRMED,Kepler
7.00447892,0.066,754.0,4.515,0.779,76.26,1.19,4.765000000000001,0.808,0.18,4883.0,286.74188,43.190102,CONFIRMED,Kepler
5.101375725,0.058,1050.0,4.479,1.001,287.28,2.84,4.765000000000001,0.954,-0.04,5869.0,295.57727,46.254742,CONFIRMED,Kepler
17.7940049,0.1378,762.0,4.442,1.099,79.54,312.48,4.765000000000001,1.044,-0.14,6273.0,288.02271,43.54821,CANDIDATE,Kepler
3.47021401,0.0403,933.0,4.555,0.726,179.02,2.4,4.765000000000001,0.744,-0.12,4922.0,290.61679,49.957619,CANDIDATE,Kepler
30.69395532,0.1976,614.0,4.46,1.086,33.69,13.72,4.765000000000001,1.018,-0.06,6137.0,294.2009,40.455959,CONFIRMED,Kepler
2.139325409,0.029,1007.0,4.642,0.717,243.34,11.61,4.765000000000001,0.666,-0.24,4765.0,286.25644,46.89267,CANDIDATE,Kepler
29.481061268,0.1706,571.0,4.41,0.762,25.1,16.61,4.765000000000001,0.901,-0.46,5631.0,299.05585,43.897202,CONFIRMED,Kepler
572.376632,1.4062,264.0,4.264,1.129,1.15,5.8,4.765000000000001,1.299,0.0,6226.0,297.04541,46.328701,CONFIRMED,Kepler
2.233799622,0.0327,1287.0,4.555,0.938,650.73,28.63,4.765000000000001,0.846,-0.16,5741.0,296.36569,43.905571,CANDIDATE,Kepler
31.13862664,0.2009,582.0,4.485,1.114,27.22,12.88,4.765000000000001,1.0,0.21,5919.0,290.56668,40.678162,CANDIDATE,Kepler
13.93068791,0.1116,665.0,4.57,0.952,46.19,1.4,4.765000000000001,0.839,0.07,5497.0,288.83936,46.98674,CONFIRMED,Kepler
20.4074846,0.1473,660.0,4.472,1.02,44.8,2.9,4.765000000000001,0.972,0.06,5823.0,298.37384,40.61842,CONFIRMED,Kepler
12.36564669,0.1059,804.0,4.495,1.033,98.51,24.89,4.765000000000001,0.952,-0.16,6075.0,297.84399,39.989811,CANDIDATE,Kepler
10.35078415,0.0907,842.0,4.338,0.926,119.01,1.97,4.765000000000001,1.08,0.14,5534.0,288.77103,40.664181,CONFIRMED,Kepler
62.9224936,0.302,462.0,4.338,0.926,10.73,2.75,4.765000000000001,1.08,0.14,5534.0,288.77103,40.664181,CONFIRMED,Kepler
32.7737631,0.202,686.0,4.076,1.023,52.22,5.0,4.765000000000001,1.534,0.12,5640.0,290.88232,43.47176,CONFIRMED,Kepler
38.6520796,0.2141,487.0,4.484,0.874,13.28,2.07,4.765000000000001,0.887,0.02,5422.0,295.28723,41.221958,CONFIRMED,Kepler
14.20442616,0.1041,602.0,4.647,0.758,31.1,1.9,4.765000000000001,0.678,-0.56,5350.0,289.56866,43.538609,CONFIRMED,Kepler
55.673582,0.2658,384.0,4.53,0.806,5.16,2.19,4.765000000000001,0.808,0.14,4998.0,290.28845,43.755322,CONFIRMED,Kepler
6.82778157,0.059,577.0,4.689,0.587,26.31,1.34,4.765000000000001,0.574,-0.32,4198.0,290.82602,44.184109,CONFIRMED,Kepler
0.687895191,0.0131,1391.0,4.615,0.637,888.72,1.35,4.765000000000001,0.651,-0.22,4478.0,282.17941,46.457169,CANDIDATE,Kepler
127.2824442,0.4913,392.0,4.281,0.974,5.61,12.04,4.765000000000001,1.183,0.06,5733.0,294.31699,43.629341,CONFIRMED,Kepler
10.06083238,0.0894,899.0,4.297,0.939,154.16,2.58,4.765000000000001,1.14,0.0,5705.0,291.90704,49.262051,CONFIRMED,Kepler
30.1837021,0.1882,634.0,4.281,0.974,38.2,3.65,4.765000000000001,1.183,0.06,5733.0,294.31699,43.629341,CONFIRMED,Kepler
2.92928244,0.0432,2112.0,3.831,1.253,4706.45,38.42,4.765000000000001,2.251,-0.5,6634.0,292.07269,50.54829,CANDIDATE,Kepler
77.63424586,0.3215,325.0,4.548,0.734,2.65,9.4,4.765000000000001,0.755,0.02,4812.0,298.92593,43.75037,CONFIRMED,Kepler
52.75878505,0.2944,540.0,4.413,1.221,20.08,8.76,4.765000000000001,1.137,0.21,6228.0,288.43576,43.763489,CONFIRMED,Kepler
1.332564478,0.0234,1618.0,4.536,0.964,1627.5,27.04,4.765000000000001,0.878,-0.3,5995.0,295.21103,46.757229,CANDIDATE,Kepler
41.0772969,0.2138,523.0,4.381,0.773,17.74,3.25,4.765000000000001,0.938,-0.44,5665.0,289.07703,51.761822,CANDIDATE,Kepler
135.9121619,0.5151,370.0,4.468,0.982,4.41,40.18,4.765000000000001,0.959,-0.3,6141.0,296.4176,46.732021,CANDIDATE,Kepler
42.4729078,0.2348,539.0,4.327,0.957,19.93,2.03,4.765000000000001,1.111,0.14,5616.0,289.86157,43.472771,CONFIRMED,Kepler
15.17026921,0.1291,905.0,4.26,1.247,158.23,2.47,4.765000000000001,1.369,0.14,6297.0,292.67807,46.726711,CONFIRMED,Kepler
39.4576228,0.2441,658.0,4.26,1.247,44.26,2.8,4.765000000000001,1.369,0.14,6297.0,292.67807,46.726711,CONFIRMED,Kepler
17.8159689,0.1321,699.0,4.484,0.968,56.48,3.12,4.765000000000001,0.933,-0.22,5964.0,293.98157,46.687752,CONFIRMED,Kepler
36.5157639,0.1977,425.0,4.54,0.772,7.71,2.55,4.765000000000001,0.781,0.14,4847.0,283.60526,39.997978,CONFIRMED,Kepler
14.07969236,0.1176,931.0,4.097,1.092,177.81,2.08,4.765000000000001,1.547,0.14,5821.0,290.52676,38.142979,CONFIRMED,Kepler
16.54081386,0.1183,570.0,4.572,0.806,24.87,1.57,4.765000000000001,0.769,0.0,5064.0,291.74164,37.688938,CONFIRMED,Kepler
3.609313059,0.0455,1092.0,4.545,0.963,336.16,3.26,4.765000000000001,0.868,-0.02,5668.0,294.51126,38.790501,CONFIRMED,Kepler
1.93155546,0.0299,1290.0,4.552,0.957,655.43,2.25,4.765000000000001,0.858,0.14,5461.0,298.86658,46.502239,CONFIRMED,Kepler
8.41100305,0.0665,472.0,4.718,0.552,11.71,1.8,4.765000000000001,0.539,0.18,3757.0,296.85663,41.758179,CONFIRMED,Kepler
13.52252364,0.1063,652.0,4.557,0.875,42.82,2.11,4.765000000000001,0.816,0.0,5338.0,295.30008,40.556591,CONFIRMED,Kepler
134.2520474,0.512,393.0,4.276,0.991,5.63,3.43,4.765000000000001,1.2,0.02,5818.0,298.51532,41.891201,CONFIRMED,Kepler
3.268695042,0.0453,1597.0,4.046,1.161,1539.0,16.91,4.765000000000001,1.691,0.14,5927.0,295.02567,46.956001,CONFIRMED,Kepler
99.7468804,0.3907,391.0,4.363,0.797,5.55,3.94,4.765000000000001,0.974,-0.32,5620.0,297.27057,50.121811,CONFIRMED,Kepler
22.84156293,0.1499,557.0,4.538,0.858,22.78,30.0,4.765000000000001,0.826,-0.06,5381.0,296.52243,43.363369,CANDIDATE,Kepler
